news_report_URL,news_report_platform,date_of_publication,author,news_report_headline,wire_service,no_of_subscribers,victim_name,date_of_death,age_of_death,race_of_victim,type_of_location,place_of_death_town,place_of_death_province,sexual_assault,mode_of_death_specific,mode_of_death_general,robbery,suspect_arrested,suspect_convicted,perpetrator_name,perpetrator_relationship_to_victim,multiple_murder,extreme_violence,intimate_femicide,notes
https://guzman-newman.com/,Proctor LLC,2022-08-28,Deborah Miller,Room money people realize.,Ltd,3454,Lisa Brady,2003-03-18,48,Asian,Suburban,West Alexisstad,Mpumalanga,No,Poisoning,Beating,No,No,No,Diana Garcia,Family,Yes,Yes,Yes,Science door local her health.
https://www.alexander-bowen.com/,"Steele, Sullivan and Shelton",2019-02-16,Russell Snow,Rule here event tough executive argue lose floor.,Inc,24838,Breanna Hayes,2003-09-16,2,Asian,Urban,New Stevenhaven,Limpopo,No,Stabbing,Shooting,Yes,Yes,Yes,Brianna Pierce,Family,Yes,No,Yes,Trial member newspaper owner big campaign.
https://www.guerrero.com/,Perez LLC,2018-11-07,Katrina Delgado,Recently how religious bar movement real talk.,Group,45748,Sarah Cruz,2013-11-22,56,Black,Suburban,Aaronview,Limpopo,No,Stabbing,Shooting,Yes,Yes,No,Deborah Newman,Stranger,Yes,Yes,Yes,I sound letter glass including near behavior.
https://www.collins.biz/,Brown-Pope,2010-09-16,Amanda Brown,Turn it continue say should bit.,PLC,37362,Ryan Martinez,2007-06-05,26,Black,Rural,Lake Shellyville,Free State,No,Blunt force trauma,Beating,No,No,No,Deborah Potts,Friend,No,Yes,No,Site fight open.
https://ward-garcia.info/,"Noble, Kemp and Holloway",2018-04-16,Eric Harris,First before be speech.,PLC,15607,Jacob Hall,2017-10-28,54,White,Suburban,East Reginald,KwaZulu-Natal,No,Stabbing,Shooting,Yes,No,Yes,Kathryn Cooper,Unknown,No,No,Yes,Yourself describe action money back worry.
http://www.green.org/,"Holland, Meadows and West",2014-06-29,John Davis,Pattern trial public anyone upon.,Ltd,12468,Heather Mccormick,2016-11-08,88,Indian,Rural,Adriantown,Limpopo,No,Gunshot,Beating,No,Yes,No,Melinda Carson,Acquaintance,No,No,Yes,Expect some yeah strategy blood shoulder study.
http://oliver.net/,"Mullins, Alvarez and Curtis",2017-09-30,Jason Shaffer,Treatment wide cold send.,Ltd,28481,Joel Nichols,2009-11-26,52,Indian,Urban,Rodriguezmouth,North West,Yes,Strangulation,Beating,No,Yes,Yes,Kevin Blevins,Partner,No,Yes,Yes,This may box list.
https://guerra.com/,Winters Ltd,2016-02-25,Jennifer Greene,Represent and evidence fall.,Ltd,43299,Donald Moore,2016-02-22,54,White,Rural,North Kylefort,Western Cape,Yes,Blunt force trauma,Shooting,Yes,Yes,Yes,Walter Alvarado,Partner,Yes,Yes,Yes,Moment tend each season smile machine cause.
https://goodwin.com/,Schneider Ltd,2012-08-23,Richard Franklin,Blue eye piece film drug animal.,Ltd,14807,Stephanie Hicks,2004-10-21,32,Indian,Rural,South Coryfort,Gauteng,Yes,Gunshot,Other,No,Yes,Yes,Vicki Brown,Acquaintance,Yes,Yes,Yes,Gun amount ten executive.
https://wheeler-gallegos.com/,Miller Ltd,2014-01-27,Pamela Garcia,Area difficult poor Democrat agreement.,LLC,24922,Adrienne Pearson,2017-02-10,38,Black,Urban,New Abigailfort,Northern Cape,No,Gunshot,Stabbing,Yes,Yes,Yes,Kimberly Cortez,Stranger,Yes,Yes,Yes,Born modern main anyone product share degree.
http://www.johnson.biz/,Lewis and Sons,2010-05-19,William Jones,Trouble network pass task late manage.,Ltd,21021,James Perez,2007-06-26,84,Coloured,Suburban,Port Amyshire,KwaZulu-Natal,Yes,Gunshot,Stabbing,No,No,No,Courtney Martinez,Acquaintance,Yes,Yes,No,Guy range player six just provide spend.
http://www.smith.com/,Sloan-Anderson,2010-06-23,Kyle Smith,Girl ask provide discover.,PLC,49873,Shannon Lawson,2009-04-19,78,Indian,Suburban,Samanthamouth,Eastern Cape,No,Stabbing,Shooting,Yes,No,Yes,Maria Smith,Friend,Yes,No,Yes,Cup top best.
http://www.anderson.com/,Downs and Sons,2019-06-12,Bradley Lambert,Not ever how tell.,and Sons,17722,Kimberly Collins,2011-08-10,62,Black,Suburban,Smithside,North West,No,Blunt force trauma,Other,Yes,Yes,No,Amy Winters,Acquaintance,Yes,No,No,Accept now fight.
https://www.salazar-lowery.com/,Wilson Ltd,2016-09-09,Audrey Bell,Watch thing determine condition.,LLC,12949,Jessica Arnold,2011-06-17,30,Black,Urban,North Scott,Eastern Cape,No,Poisoning,Shooting,Yes,Yes,Yes,Christian Bradley,Family,Yes,No,Yes,Tough threat have through account teacher.
https://brown-foley.com/,"Garcia, Baldwin and Pollard",2020-01-03,Shawn Simmons,Particularly appear return significant partner some hair size.,and Sons,35624,Melissa Willis,2020-01-13,98,Black,Urban,Laneborough,Free State,No,Stabbing,Shooting,No,No,No,Mrs. Amy Brown,Acquaintance,Yes,Yes,Yes,Measure support owner past.
https://www.murray.org/,"Moore, Ortiz and Washington",2017-12-04,Kenneth Miller,Voice plant beat section assume even when.,Group,6017,Mark Booth,2011-08-16,85,Indian,Urban,Huntmouth,Limpopo,Yes,Stabbing,Beating,Yes,Yes,No,Joseph Beck,Family,No,Yes,No,Bit coach drug should.
https://hale.com/,Moreno LLC,2023-08-07,Teresa Ruiz,Gun above huge risk next real.,Group,44195,Melissa Hart,2011-11-10,10,White,Rural,Allenland,Free State,Yes,Stabbing,Beating,No,Yes,No,Brian Barajas,Family,No,No,Yes,Decide note yourself. Purpose left travel.
https://roberts.com/,"Estes, Kennedy and Lewis",2015-02-01,Dylan Caldwell,Return left amount officer.,and Sons,15392,Christopher Valencia,2013-06-06,18,Coloured,Urban,Port Joelville,Northern Cape,No,Poisoning,Other,Yes,No,No,Justin Welch,Partner,No,Yes,No,Section rather point water forget similar mouth.
http://www.norman.com/,"Clark, Flores and Crane",2023-01-20,Miguel Garcia,Above popular responsibility watch know ahead.,PLC,37605,Katherine Manning,2010-05-31,50,Coloured,Suburban,Karaport,Mpumalanga,No,Stabbing,Beating,Yes,No,Yes,Jennifer Snyder,Acquaintance,No,Yes,No,Time program series together never occur.
https://roy.com/,Cook-Thomas,2015-06-01,Michelle Osborne,Miss research figure feeling establish amount.,Ltd,43716,Amy Pena,2005-06-17,3,Coloured,Suburban,Port Jose,Gauteng,Yes,Poisoning,Other,Yes,No,Yes,Laura Walker,Family,No,No,Yes,Law boy particularly feeling lot might.
http://fuentes.org/,"Williams, Walton and Blankenship",2015-01-06,Amy Welch,Prevent pass might piece.,Group,5348,Anna Pacheco,2022-05-05,61,Black,Rural,Campbellland,Mpumalanga,Yes,Gunshot,Beating,Yes,No,Yes,Jonathan Davis,Family,No,Yes,No,Wind pass on short.
http://barrett-avery.com/,"Harper, Melendez and Lee",2019-05-23,Michael Brown,Drive third fact specific charge.,Ltd,39277,Sara Sanchez,2001-02-01,81,Indian,Suburban,South Chloechester,Northern Cape,No,Strangulation,Stabbing,No,No,No,Jack Lara,Friend,Yes,Yes,Yes,Shoulder including by take board them meet.
http://www.roberts.com/,White-Porter,2012-09-28,Thomas Cruz,Page issue bank nearly return allow rather.,and Sons,48660,Jade Rowland,2020-12-23,41,White,Urban,Riosmouth,Eastern Cape,No,Stabbing,Other,No,Yes,No,Brian Roberts,Family,Yes,Yes,Yes,Turn foot vote generation expert someone child.
http://www.ramirez.com/,Dixon-Haynes,2011-08-22,Alexis Martin,Environment food bar later.,Inc,17579,Isabel Madden,2018-04-24,72,Indian,Urban,Nguyenmouth,North West,Yes,Gunshot,Shooting,No,Yes,No,Sarah Haley,Friend,No,Yes,No,Maybe popular movie second.
https://brown.com/,"Sanders, Kim and Watson",2018-11-09,Austin Stone,Well throughout stuff hour camera recognize.,Group,5703,Rose Fox,2004-05-17,81,Black,Suburban,Williamsfurt,Free State,No,Poisoning,Shooting,No,Yes,No,Jennifer Allen,Friend,No,Yes,No,Six bill statement we. Single employee question.
https://porter-davis.com/,Snyder-Mccall,2012-04-16,Jason Mora,Care painting body travel nature senior weight.,PLC,1263,Jeffrey Brown,2005-01-06,71,Black,Rural,Brownmouth,Eastern Cape,No,Stabbing,Stabbing,Yes,Yes,Yes,Jeffrey Gray,Family,No,Yes,Yes,Food himself as impact toward.
https://cuevas.info/,Larson Ltd,2012-12-04,Christina Miller,Wear may my professional color mention place.,PLC,43928,Melanie Wilson,2021-04-15,3,Asian,Rural,Gracemouth,Eastern Cape,Yes,Stabbing,Beating,No,No,No,Matthew Jackson,Friend,Yes,Yes,No,Most yet citizen fact government spring.
https://www.merritt-roberts.com/,"Valdez, Miller and Lloyd",2010-01-03,Edward Dominguez,Movement prepare office compare fill discover.,PLC,33631,David Smith,2015-05-02,51,White,Rural,Barrettmouth,Western Cape,Yes,Stabbing,Beating,No,No,Yes,Melissa Guzman,Partner,Yes,Yes,Yes,Kind high factor hair.
http://www.ashley.com/,Stevens Ltd,2012-05-08,Garrett Smith,Soldier lose product nation do rest parent throw.,LLC,17485,Duane Moreno,2011-01-15,22,White,Suburban,Parkerton,North West,No,Stabbing,Other,Yes,No,No,Mrs. Lori Fox,Unknown,No,No,No,Despite tree option paper head agree democratic.
https://jackson.biz/,"Ramirez, Gonzalez and Quinn",2018-04-28,Randy Harper,Real half field prove mean road teacher.,PLC,1237,Lindsay Edwards,2013-03-12,45,Coloured,Suburban,Maryberg,Mpumalanga,Yes,Strangulation,Shooting,Yes,Yes,Yes,Cynthia Wilson,Unknown,Yes,No,No,Follow southern under however.
https://www.dickerson.info/,Robinson-Gomez,2021-12-05,Matthew Rodriguez,Watch say employee such could.,Group,12998,Douglas Kelly,2015-03-23,4,Coloured,Rural,New Terrencebury,KwaZulu-Natal,Yes,Gunshot,Stabbing,No,Yes,No,Thomas Powell,Unknown,No,Yes,Yes,Play term vote we say them laugh.
https://gamble.info/,"Jones, Banks and Davis",2011-05-31,Jason Kelley,Politics believe she clearly respond with computer.,and Sons,18379,Jennifer Taylor,2006-10-08,90,Black,Suburban,Boothchester,Limpopo,No,Poisoning,Shooting,No,No,No,Kelsey Miller,Partner,Yes,No,No,Suddenly meet deal.
http://www.adams.com/,"Snow, Patel and Lee",2022-08-14,Trevor Gardner,National born country attack where appear door.,Group,25401,Ricky James,2000-06-02,37,White,Urban,Nielsenview,Free State,No,Gunshot,Other,Yes,Yes,No,Alyssa Thomas,Friend,No,Yes,Yes,Explain risk let.
https://ramirez.biz/,Shaw PLC,2022-12-29,Christina Brock,Arrive level best teacher several pattern.,Ltd,26457,Laura Wise,2017-04-11,21,White,Suburban,Emmaborough,Gauteng,Yes,Stabbing,Other,Yes,Yes,No,Mrs. Penny White,Family,Yes,Yes,No,Season station tell choice American pass happen.
http://matthews.com/,"Cole, Ross and Anderson",2013-03-15,Alexander Jones,Morning sense our commercial some evening.,and Sons,18694,Thomas Gray,2000-11-26,59,Black,Urban,Kylebury,Gauteng,No,Blunt force trauma,Shooting,No,No,Yes,Tanya Sanders,Family,Yes,Yes,No,West suffer arm student somebody culture.
http://www.kelley.com/,Wright Group,2016-01-12,Michael Lewis,Along care act interesting exactly.,Ltd,33960,Tara Berger,2022-02-11,32,Asian,Rural,Lake Victoriaberg,Northern Cape,No,Stabbing,Beating,Yes,No,Yes,Matthew Cooper,Unknown,No,Yes,No,Star himself board production low road still.
http://ramsey.com/,"Garner, Brown and Martinez",2017-03-16,Terri Valdez,Already contain our reality teach never dark along.,Inc,24105,Anna Mora,2000-11-23,94,White,Rural,East Rebeccamouth,Free State,No,Blunt force trauma,Stabbing,Yes,No,Yes,Paul Crawford,Unknown,No,Yes,Yes,Use account too program.
http://www.page.com/,Preston-Williams,2015-04-14,Tammy Ford,Behavior figure week street system account.,and Sons,31619,Richard Gardner,2022-02-03,44,Asian,Urban,Aaronchester,North West,No,Blunt force trauma,Shooting,No,Yes,No,Rachel Bautista,Partner,Yes,Yes,Yes,Suffer music city most ok doctor science.
https://www.johnson-riley.com/,Summers LLC,2019-10-20,Alyssa Robertson,Receive son father page.,PLC,32130,Rachel Hoffman,2019-04-20,79,Asian,Rural,Rebeccatown,Mpumalanga,Yes,Blunt force trauma,Shooting,Yes,Yes,Yes,Scott Quinn,Partner,No,No,No,Since far trade policy. Must value traditional.
https://www.diaz.com/,Wolf PLC,2018-11-03,Martin Wright,Popular morning that people inside.,LLC,21113,Mackenzie Nichols,2009-09-27,59,White,Rural,South Ronnie,Western Cape,No,Strangulation,Shooting,No,Yes,No,Jeffrey Cohen,Family,No,Yes,No,Relationship maybe feel step.
http://www.franklin.info/,Rodriguez-Holmes,2020-04-04,Brittany Alvarado,Or animal gun point four determine.,PLC,16683,Jason Espinoza,2023-09-18,69,White,Rural,North Ashley,Eastern Cape,Yes,Strangulation,Shooting,Yes,Yes,Yes,David Norman,Stranger,No,No,Yes,Treatment since require.
http://collins.info/,White-Hays,2013-06-10,Shannon Hernandez,Day project your east.,PLC,5533,Jennifer Webster,2022-06-27,5,Coloured,Rural,Sarahmouth,North West,No,Strangulation,Other,No,Yes,Yes,Michael Wells,Partner,No,No,No,One week skin international might near.
https://gill.info/,Ayala Ltd,2011-12-07,Samantha Jones,Less people participant meet trouble.,Group,29769,Todd Murray,2012-06-11,26,Coloured,Suburban,South Jillview,Western Cape,No,Gunshot,Shooting,No,Yes,No,Sarah Johnson,Acquaintance,Yes,No,No,Significant dinner by increase.
https://ochoa.net/,Smith and Sons,2023-07-28,Jennifer Chen,Great radio tree manager husband.,PLC,24782,William Jordan,2017-05-08,57,White,Suburban,Jeanfurt,Free State,Yes,Strangulation,Shooting,Yes,Yes,Yes,Nicholas Taylor,Partner,Yes,Yes,No,Reach final over southern similar moment natural.
https://fernandez-torres.com/,"Garcia, Bell and Evans",2017-08-31,Adam Jarvis,Century subject soldier raise Congress.,Ltd,20088,Krystal Thomas,2017-09-25,4,White,Urban,Cynthiaton,North West,Yes,Stabbing,Stabbing,Yes,Yes,No,Lisa Sampson,Stranger,Yes,No,Yes,In far set above staff will.
https://reed.com/,"Bauer, Chavez and Bruce",2011-05-11,Janet Johnson,Turn ground whether by administration.,Ltd,21159,Jennifer Evans,2023-04-29,43,Black,Rural,South Michael,North West,Yes,Stabbing,Stabbing,No,Yes,No,Travis Matthews,Family,Yes,No,Yes,Table still record religious subject travel.
http://osborne-johnson.com/,"Campos, Campbell and Rocha",2014-08-20,Debra Ferguson,Collection trip total friend to finally.,LLC,16949,Brittany Rush,2023-09-22,23,White,Suburban,Lucaschester,Mpumalanga,No,Gunshot,Other,No,Yes,No,Brandon Wall,Friend,No,No,Yes,Poor state perhaps space off really.
https://www.smith.info/,Schmitt-Mckenzie,2010-11-22,Tammy Adams,Industry factor number my.,LLC,46005,Derrick Morgan,2012-09-02,96,White,Rural,Allenstad,North West,Yes,Stabbing,Shooting,No,Yes,Yes,Sergio Morales,Friend,No,Yes,Yes,Avoid red age outside quickly change while.
http://diaz.com/,Garcia LLC,2020-09-16,Malik Jones,For senior sit itself suggest this southern admit.,LLC,29117,Glenda Briggs,2016-02-05,6,Indian,Urban,Jensenchester,Limpopo,Yes,Gunshot,Beating,No,No,No,Ian White,Unknown,Yes,Yes,Yes,Control else perform cold. Firm morning most.
http://www.key.biz/,Hurley-Lopez,2014-05-15,Robert Chambers,Friend effect hand skill exactly catch.,LLC,21065,Brian Randall,2011-10-12,40,White,Rural,North Ryanfort,Gauteng,No,Stabbing,Shooting,No,No,No,Christian Quinn,Stranger,No,Yes,No,Mouth music customer whether.
http://hale.info/,Stevenson-Adkins,2021-07-22,Elizabeth Yoder,I child agency nothing network agreement.,LLC,11348,Emily Fuentes,2015-12-10,79,Asian,Rural,Lauraburgh,Limpopo,No,Gunshot,Stabbing,Yes,No,No,Nicholas Floyd,Family,Yes,No,No,Drop wall responsibility turn.
https://www.mccullough.com/,Miller-Pacheco,2011-02-21,Mark Perez,Recognize field drug.,Inc,12743,Dr. Mathew Tate,2013-10-15,62,Black,Urban,North Justin,Northern Cape,Yes,Blunt force trauma,Other,Yes,Yes,Yes,Richard Schmidt,Unknown,No,No,No,Bring street chair girl.
https://www.petersen-ortiz.biz/,"Long, Grimes and Stevens",2020-12-03,Charles Warren,Top her item maintain.,Ltd,9158,Anthony Johnson,2010-08-13,60,Black,Rural,North Edward,Gauteng,No,Strangulation,Other,Yes,No,No,Timothy Tucker,Friend,Yes,No,No,Well college door success child current police.
http://smith.net/,"Golden, Hill and White",2015-06-28,Kayla Wall,Sit spend major else well see grow.,and Sons,32559,Christina Banks,2014-03-13,19,Asian,Urban,Amymouth,Gauteng,Yes,Strangulation,Stabbing,No,Yes,Yes,Ryan Marquez,Unknown,Yes,Yes,Yes,Student agreement laugh attorney.
https://green-garcia.com/,Rivera-Young,2012-09-14,Dana Lowe,Know big their.,LLC,11194,Allison Sexton,2016-11-26,30,Coloured,Urban,New Racheltown,Eastern Cape,No,Blunt force trauma,Beating,Yes,No,Yes,Debbie Webb,Unknown,Yes,Yes,No,Would record agree form provide.
http://www.sanders.com/,Lara-Duke,2022-08-20,Andrew Contreras,Prepare president two everybody.,and Sons,6831,Caitlyn Moreno,2011-06-22,27,White,Urban,Hernandezton,Mpumalanga,Yes,Gunshot,Beating,Yes,No,Yes,Melissa Calhoun,Acquaintance,No,No,Yes,Memory level people director drug.
https://www.salazar-koch.com/,Warner Group,2014-09-04,Daniel Winters,Season black view west pressure into edge.,PLC,35033,Alexander Moody,2004-08-23,49,Black,Suburban,New Meagan,Gauteng,Yes,Poisoning,Other,No,No,Yes,Christopher Horn,Acquaintance,Yes,Yes,Yes,Without tax responsibility voice campaign.
https://alvarez-russell.com/,Gregory-Howell,2022-12-26,Christopher Dean,Recent writer federal.,Ltd,32055,Pamela Vazquez,2009-09-18,88,White,Suburban,Luisside,Northern Cape,No,Poisoning,Other,No,Yes,No,Aaron Reid,Partner,No,No,No,Street kid yourself contain south vote personal.
https://rivera.info/,Liu-Weaver,2017-04-23,Aaron Barnett,Most out relationship concern issue throw bed.,Ltd,30901,Samantha Martin,2008-01-27,23,Black,Suburban,Jenniferbury,KwaZulu-Natal,Yes,Strangulation,Stabbing,Yes,No,Yes,Leah Hudson,Family,Yes,Yes,No,Them save explain of church between capital.
https://sullivan-snyder.com/,Harris-Walton,2014-10-27,Renee Guzman,By cup training kind pull.,PLC,29775,Brenda Dominguez,2012-02-15,1,Asian,Urban,Elizabethfurt,Mpumalanga,Yes,Poisoning,Stabbing,Yes,No,No,Bradley West,Unknown,Yes,Yes,Yes,Blue drop public forget every.
https://robinson.com/,Williams Inc,2020-04-19,Andrew Webb,Manage want rule.,Inc,39040,Scott Allen,2017-10-15,85,White,Rural,West Reginald,Limpopo,Yes,Strangulation,Stabbing,Yes,Yes,No,Brandon Valencia,Family,Yes,No,Yes,Note however new must really follow.
https://www.fletcher.com/,Black LLC,2010-05-30,Brian Jackson,Himself plant national require high.,Group,21940,Yvonne Hayes,2006-02-02,6,Coloured,Rural,Lake Amyfort,Limpopo,Yes,Strangulation,Shooting,No,No,Yes,Leah West,Unknown,Yes,No,No,Better usually wear it push.
http://www.rocha-hooper.com/,Patton-Robinson,2019-09-26,Jamie Roy,Catch security billion.,Group,34311,Martin Barnett,2000-06-30,88,Indian,Urban,Victoriafurt,Gauteng,No,Gunshot,Shooting,No,Yes,No,Stephanie Brown,Acquaintance,No,No,No,Other whom one stand citizen support benefit.
http://stone.biz/,Richardson Group,2010-06-03,James Quinn,Never hot again dog politics.,PLC,32476,Timothy Holland,2023-07-28,85,Indian,Urban,Huntertown,Northern Cape,Yes,Gunshot,Beating,Yes,No,Yes,Michael Boyd,Stranger,No,No,Yes,Second beautiful here today sell.
http://robinson-martinez.com/,Barron-Bryan,2016-01-07,Danielle Brown,Check water detail similar fill show inside.,and Sons,28433,Chelsea Graves,2023-02-15,20,Black,Urban,Larryburgh,KwaZulu-Natal,No,Stabbing,Beating,No,Yes,No,Cynthia Terry,Stranger,No,No,No,Far live occur accept. Various our step would.
http://www.watson.com/,"Watson, Miller and Nelson",2016-02-19,Chad Schwartz,Mean environment environment human also feeling politics.,Inc,27961,Jennifer Morgan,2007-04-15,36,Coloured,Suburban,East Guy,Northern Cape,Yes,Gunshot,Beating,Yes,No,Yes,Richard Johnson,Family,No,No,Yes,Face whom turn push edge receive season heavy.
https://www.garcia.com/,Simpson-Peters,2019-02-03,Michael Johnson,Want face weight note half whose pay.,and Sons,3337,Melanie Yates,2013-04-15,100,Asian,Urban,Phillipsside,KwaZulu-Natal,No,Poisoning,Other,No,No,No,Karl Mcdonald,Friend,No,Yes,No,Animal all investment. My half nature.
https://www.larsen.net/,Clayton Ltd,2019-03-29,Justin Vargas,Alone exist education only.,Ltd,13845,Tina Sutton,2005-09-26,69,Black,Urban,West Cassie,North West,Yes,Gunshot,Beating,No,Yes,No,Christina Williams,Unknown,Yes,Yes,No,Real never brother. Serve learn life policy east.
https://www.bauer-wise.info/,"Thompson, Shields and Rivas",2019-03-18,Robert Torres,Argue drop key movie from study last.,Inc,8857,Darren Cole,2012-09-29,21,Coloured,Urban,Lindaberg,Limpopo,Yes,Blunt force trauma,Stabbing,Yes,No,Yes,Brenda Rojas,Acquaintance,No,No,No,Accept record speech worker ago.
https://www.avery-allen.com/,Reese-Smith,2011-04-21,Patrick Logan,Condition so blue.,Inc,27552,Rachel Wolf,2022-03-20,43,Asian,Rural,Powellfort,Limpopo,Yes,Poisoning,Other,Yes,No,Yes,Lisa Thomas,Partner,No,No,Yes,World two we into describe.
https://freeman-mayo.info/,"Reyes, Reid and Burke",2011-10-25,Gina Mckay,Discussion week laugh with act successful describe.,Inc,39709,Christopher Davis,2017-11-02,38,Coloured,Suburban,Michaelchester,Free State,Yes,Blunt force trauma,Other,No,Yes,Yes,John Ortiz,Unknown,No,No,No,Teacher simply measure save main.
https://www.marshall-morgan.com/,Greene LLC,2015-09-03,Margaret Morris,Toward add cold service appear successful talk option.,Group,43877,John Aguirre,2004-09-07,64,White,Rural,Brownport,Gauteng,Yes,Gunshot,Stabbing,Yes,Yes,Yes,Patricia Thompson,Unknown,No,Yes,Yes,Yourself box me.
http://douglas.com/,Reyes Inc,2012-10-22,Ronald Mcdonald,Less among change buy visit medical church.,LLC,2440,Jacqueline Thornton,2019-03-10,7,Coloured,Urban,Davisville,Northern Cape,No,Poisoning,Beating,Yes,No,No,Katie Roach,Partner,Yes,Yes,Yes,She major quality because continue class.
http://www.williams.com/,Miller-Clay,2019-11-21,Danielle Davis MD,Wide American success family glass him.,PLC,17757,Melissa Perkins,2006-05-27,18,Asian,Urban,Travisland,Limpopo,Yes,Blunt force trauma,Beating,No,No,No,Travis Price,Partner,Yes,Yes,Yes,Report travel effort miss.
https://www.gardner-jackson.org/,"Avery, Nelson and Davenport",2012-06-09,Nathan Burns,Certainly generation minute recently mother.,PLC,46691,James Harper,2017-12-21,52,White,Suburban,New Brandon,Mpumalanga,Yes,Strangulation,Shooting,No,No,No,Ian Davis,Unknown,No,No,Yes,Window PM remain these mission.
https://moore.com/,Johnson Ltd,2015-12-21,Ashley Olson,Together surface entire new claim character however reflect.,and Sons,39785,Kerry Cooper,2009-07-27,67,Coloured,Suburban,Matthewland,Northern Cape,Yes,Gunshot,Stabbing,No,No,No,Jessica Garner,Acquaintance,Yes,No,Yes,Central light have discuss apply father memory.
http://www.weeks.com/,Lopez Group,2021-08-14,Jeffrey Perez,Chair site off cause.,Ltd,15782,Eileen Sullivan,2007-12-17,99,Asian,Suburban,South Donaldbury,Northern Cape,No,Poisoning,Shooting,Yes,Yes,Yes,Robert Taylor,Partner,No,Yes,No,Direction turn lot young challenge.
https://www.hernandez.org/,Martinez Inc,2014-06-01,Maria Perez,Conference soon meeting drive teach.,LLC,30083,Maria Gomez,2006-04-15,44,Coloured,Suburban,Port Michael,KwaZulu-Natal,Yes,Stabbing,Other,Yes,No,Yes,Brandon Navarro,Acquaintance,No,Yes,Yes,Traditional clear front.
https://www.taylor.org/,"Howell, Elliott and Stephens",2010-08-29,Charles Pierce,Girl southern worker yes general arrive.,LLC,28716,Crystal Mcdaniel,2013-02-28,26,Asian,Urban,Andreafort,KwaZulu-Natal,Yes,Strangulation,Other,Yes,No,Yes,Charles Villegas,Partner,Yes,Yes,No,Could seat development really.
http://anderson-scott.biz/,"Mcdaniel, Hardy and Spencer",2017-04-09,Tabitha Carter,Doctor toward everyone choice character believe.,Inc,22180,William Sandoval,2000-10-10,19,Coloured,Suburban,Garciabury,Northern Cape,Yes,Stabbing,Shooting,Yes,Yes,No,Sherri Blair,Stranger,No,Yes,Yes,Surface little health true second manage.
https://mitchell.biz/,Velasquez-Snow,2012-07-29,Michael Baird,Huge hotel however begin.,Ltd,14107,Brett Leon,2020-12-25,56,Black,Urban,South Erin,Limpopo,No,Stabbing,Stabbing,No,No,No,Jessica Sullivan,Friend,No,No,No,Maybe seven woman.
http://woods.net/,Maldonado Ltd,2017-09-07,Michael King MD,However kid street energy many little or.,LLC,36061,Donna Johnson,2010-09-09,51,Indian,Suburban,Atkinsonland,Northern Cape,No,Gunshot,Shooting,No,Yes,No,Christina Craig,Friend,No,Yes,Yes,Teach suffer spring new.
https://www.green.com/,Shields-Scott,2018-11-21,Kimberly Morris,Oil minute sing poor worry subject role care.,and Sons,25392,Dana Campbell,2009-07-26,46,White,Suburban,North Jonathanside,North West,Yes,Poisoning,Shooting,Yes,Yes,Yes,Charles Thomas,Acquaintance,Yes,Yes,Yes,Base though crime cell industry when ten.
http://young-rasmussen.net/,"Lam, Taylor and Thompson",2017-01-14,Randall Rivas,Party rock along.,and Sons,38825,Lori Barnett,2019-07-30,88,Indian,Suburban,Joelfurt,Limpopo,No,Stabbing,Other,No,No,Yes,Ryan Mcconnell,Family,No,Yes,Yes,Know arrive son official finally set.
https://www.davis.info/,Spence-Hall,2017-06-14,Brian Collins,Class white enough long police.,and Sons,15356,Alejandro Ramirez,2022-11-14,60,Indian,Suburban,Michaelchester,Limpopo,No,Poisoning,Beating,Yes,No,No,Amanda Romero,Acquaintance,No,Yes,Yes,Grow employee itself rise upon.
https://johnson-sandoval.com/,Thompson-Cannon,2023-06-14,Justin Chambers,Its candidate after attention but pick behavior.,LLC,6806,Peter Fletcher,2002-11-20,77,Coloured,Rural,South Davidton,Western Cape,No,Gunshot,Beating,Yes,Yes,No,Joe Daniels,Partner,Yes,No,No,Of easy point never author lay stay so.
http://duffy-valenzuela.com/,"Lynn, Hooper and Hart",2015-08-17,Kathryn Novak,Artist player part building white.,Ltd,27115,Sherri Cummings,2014-02-25,46,Asian,Rural,Jillburgh,North West,Yes,Blunt force trauma,Stabbing,Yes,Yes,Yes,Donna Sanchez,Partner,Yes,Yes,Yes,Kid choose bit dog concern explain summer.
https://booker-robinson.com/,"Ortiz, Morrison and Warner",2013-08-21,Denise Martinez,Write those book artist Congress Democrat activity.,and Sons,26975,Pamela Chang,2013-06-28,7,Black,Rural,East Kennethfurt,Western Cape,No,Gunshot,Beating,No,Yes,No,Cassandra Miller,Unknown,Yes,No,No,Traditional federal young require.
https://wade.info/,"Roberts, Nelson and Griffin",2012-05-09,Allison Sanchez,Million everybody law want sign.,Ltd,11292,Jasmine Cannon,2005-10-23,43,Indian,Urban,West Heatherfurt,Mpumalanga,No,Poisoning,Shooting,Yes,Yes,No,Maria Butler,Unknown,Yes,Yes,No,Item pretty product.
http://hill.biz/,Pitts and Sons,2023-10-25,Amber Lynch,Result system now possible whose.,Inc,20140,Kimberly Cochran,2005-08-04,89,White,Rural,East Jasonland,Western Cape,Yes,Strangulation,Stabbing,Yes,No,Yes,Dr. Ethan Allison,Friend,Yes,Yes,Yes,Wear value west however main team.
